state_fips,state_abbr,zcta,house_district
17,IL,61611,18
17,IL,61614,17
17,IL,61614,18
17,IL,61615,17
17,IL,61615,18
17,IL,61616,17
17,IL,61616,18
17,IL,61625,17
17,IL,61701,13
17,IL,61701,18
17,IL,61704,13
17,IL,61704,18
17,IL,61705,13
17,IL,61705,18
17,IL,61720,18
17,IL,61721,18
17,IL,61722,18
17,IL,61723,18
17,IL,61724,18
17,IL,61725,18
17,IL,61726,16
17,IL,61726,18
17,IL,61727,13
17,IL,61728,18
17,IL,61729,18
17,IL,61730,18
17,IL,61731,16
17,IL,61731,18
17,IL,61732,13
17,IL,61732,18
17,IL,61733,18
17,IL,61734,18
17,IL,61735,13
17,IL,61736,18
17,IL,61737,18
17,IL,61738,18
17,IL,61739,16
17,IL,61739,18
17,IL,61740,16
17,IL,61741,16
17,IL,61742,18
17,IL,61743,16
17,IL,61744,16
17,IL,61744,18
17,IL,61745,13
17,IL,61745,18
17,IL,61747,18
17,IL,61748,18
17,IL,61749,13
17,IL,61749,18
17,IL,61750,13
17,IL,61751,18
17,IL,61752,13
17,IL,61752,18
17,IL,61753,18
17,IL,61754,13
17,IL,61754,18
17,IL,61755,18
17,IL,61756,13
17,IL,61759,18
17,IL,61760,18
17,IL,61761,13
17,IL,61761,18
17,IL,61764,16
17,IL,61769,16
17,IL,61770,18
17,IL,61771,18
17,IL,61772,13
17,IL,61773,16
17,IL,61774,13
17,IL,61774,18
17,IL,61775,16
17,IL,61776,18
17,IL,61777,13
17,IL,61778,13
17,IL,61801,13
17,IL,61802,13
17,IL,61802,15
17,IL,61810,15
17,IL,61811,15
17,IL,61812,15
17,IL,61813,13
17,IL,61814,15
17,IL,61815,13
17,IL,61816,15
17,IL,61817,15
17,IL,61818,13
17,IL,61820,13
17,IL,61821,13
17,IL,61822,13
17,IL,61822,15
17,IL,61830,13
17,IL,61831,15
17,IL,61832,15
17,IL,61833,15
17,IL,61834,15
17,IL,61839,13
17,IL,61840,15
17,IL,61841,15
17,IL,61842,13
17,IL,61842,18
17,IL,61843,15
17,IL,61843,18
17,IL,61844,15
17,IL,61845,15
17,IL,61845,16
17,IL,61846,15
17,IL,61847,15
17,IL,61848,15
17,IL,61849,15
17,IL,61850,15
17,IL,61851,13
17,IL,61852,15
17,IL,61853,13
17,IL,61853,15
17,IL,61854,13
17,IL,61855,13
17,IL,61856,13
17,IL,61857,15
17,IL,61858,15
17,IL,61859,15
17,IL,61862,15
17,IL,61863,13
17,IL,61863,15
17,IL,61864,13
17,IL,61864,15
17,IL,61865,15
17,IL,61866,15
17,IL,61870,15
17,IL,61871,15
17,IL,61872,13
17,IL,61872,15
17,IL,61873,15
17,IL,61874,13
17,IL,61875,13
17,IL,61875,15
17,IL,61876,15
17,IL,61877,15
17,IL,61878,15
17,IL,61880,13
17,IL,61880,15
17,IL,61882,13
17,IL,61883,15
17,IL,61884,13
17,IL,61910,15
17,IL,61911,15
17,IL,61912,15
17,IL,61913,13
17,IL,61913,15
17,IL,61914,15
17,IL,61917,15
17,IL,61919,15
17,IL,61920,15
17,IL,61924,15
17,IL,61925,13
17,IL,61925,15
17,IL,61928,15
17,IL,61929,13
17,IL,61930,15
17,IL,61931,15
17,IL,61932,15
17,IL,61933,15
17,IL,61936,13
17,IL,61937,13
17,IL,61937,15
17,IL,61938,15
17,IL,61940,15
17,IL,61941,15
17,IL,61942,15
17,IL,61943,15
17,IL,61944,15
17,IL,61949,15
17,IL,61951,15
17,IL,61953,15
17,IL,61955,15
17,IL,61956,15
17,IL,61957,15
17,IL,62001,13
17,IL,62001,15
17,IL,62002,12
17,IL,62002,13
17,IL,62006,13
17,IL,62009,13
17,IL,62010,12
17,IL,62010,13
17,IL,62011,15
17,IL,62012,13
17,IL,62013,13
17,IL,62014,13
17,IL,62015,13
17,IL,62016,13
17,IL,62017,13
17,IL,62018,12
17,IL,62019,13
17,IL,62021,13
17,IL,62022,13
17,IL,62023,13
17,IL,62024,12
17,IL,62025,12
17,IL,62025,13
17,IL,62025,15
17,IL,62027,13
17,IL,62028,13
17,IL,62030,13
17,IL,62031,13
17,IL,62032,13
17,IL,62032,15
17,IL,62033,13
17,IL,62034,13
17,IL,62034,15
17,IL,62035,12
17,IL,62035,13
17,IL,62036,13
17,IL,62037,13
17,IL,62040,12
17,IL,62040,13
17,IL,62044,13
17,IL,62045,13
17,IL,62046,15
17,IL,62047,13
17,IL,62048,12
17,IL,62049,13
17,IL,62050,13
17,IL,62051,13
17,IL,62052,13
17,IL,62053,13
17,IL,62054,13
17,IL,62056,13
17,IL,62058,13
17,IL,62059,12
17,IL,62060,12
17,IL,62061,15
17,IL,62062,13
17,IL,62062,15
17,IL,62063,13
17,IL,62065,13
17,IL,62067,12
17,IL,62067,13
17,IL,62069,13
17,IL,62070,13
17,IL,62074,13
17,IL,62074,15
17,IL,62075,13
17,IL,62075,15
17,IL,62076,13
17,IL,62077,13
17,IL,62078,13
17,IL,62079,13
17,IL,62080,13
17,IL,62080,15
17,IL,62081,13
17,IL,62082,13
17,IL,62082,18
17,IL,62083,13
17,IL,62084,12
17,IL,62084,13
17,IL,62085,13
17,IL,62086,13
17,IL,62086,15
17,IL,62087,12
17,IL,62088,13
17,IL,62089,13
17,IL,62090,12
17,IL,62091,13
17,IL,62092,13
17,IL,62093,13
17,IL,62094,13
17,IL,62095,12
17,IL,62095,13
17,IL,62097,13
17,IL,62097,15
17,IL,62098,13
17,IL,62201,12
17,IL,62203,12
17,IL,62204,12
17,IL,62205,12
17,IL,62206,12
17,IL,62207,12
17,IL,62208,12
17,IL,62214,15
17,IL,62215,15
17,IL,62216,15
17,IL,62217,12
17,IL,62218,15
17,IL,62219,15
17,IL,62220,12
17,IL,62221,12
17,IL,62223,12
17,IL,62225,12
17,IL,62226,12
17,IL,62230,15
17,IL,62231,15
17,IL,62232,12
17,IL,62233,12
17,IL,62234,12
17,IL,62234,13
17,IL,62234,15
17,IL,62236,12
17,IL,62237,12
17,IL,62237,15
17,IL,62238,12
17,IL,62239,12
17,IL,62240,12
17,IL,62241,12
17,IL,62242,12
17,IL,62243,12
17,IL,62244,12
17,IL,62245,15
17,IL,62246,13
17,IL,62246,15
17,IL,62248,12
17,IL,62249,15
17,IL,62250,15
17,IL,62253,15
17,IL,62254,12
17,IL,62255,12
17,IL,62257,12
17,IL,62257,15
17,IL,62258,12
17,IL,62260,12
17,IL,62261,12
17,IL,62262,13
17,IL,62262,15
17,IL,62263,12
17,IL,62263,15
17,IL,62264,12
17,IL,62265,12
17,IL,62265,15
17,IL,62266,15
17,IL,62268,12
17,IL,62268,15
17,IL,62269,12
17,IL,62271,15
17,IL,62272,12
17,IL,62273,15
17,IL,62274,12
17,IL,62275,15
17,IL,62277,12
17,IL,62278,12
17,IL,62279,12
17,IL,62280,12
17,IL,62281,15
17,IL,62282,12
17,IL,62284,13
17,IL,62284,15
17,IL,62285,12
17,IL,62286,12
17,IL,62288,12
17,IL,62289,12
17,IL,62292,12
17,IL,62293,12
17,IL,62293,15
17,IL,62294,12
17,IL,62294,15
17,IL,62295,12
17,IL,62297,12
17,IL,62298,12
17,IL,62301,18
17,IL,62305,18
17,IL,62311,18
17,IL,62312,18
17,IL,62313,18
17,IL,62314,18
17,IL,62316,18
17,IL,62319,18
17,IL,62320,18
17,IL,62321,18
17,IL,62323,18
17,IL,62324,18
17,IL,62325,18
17,IL,62326,18
17,IL,62330,17
17,IL,62330,18
17,IL,62334,18
17,IL,62336,18
17,IL,62338,18
17,IL,62339,18
17,IL,62340,18
17,IL,62341,18
17,IL,62343,18
17,IL,62344,18
17,IL,62345,18
17,IL,62346,18
17,IL,62347,18
17,IL,62348,18
17,IL,62349,18
17,IL,62351,18
17,IL,62352,18
17,IL,62353,18
17,IL,62354,18
17,IL,62355,13
17,IL,62355,18
17,IL,62356,18
17,IL,62357,18
17,IL,62358,18
17,IL,62359,18
17,IL,62360,18
17,IL,62361,18
17,IL,62362,18
17,IL,62363,18
17,IL,62365,18
17,IL,62366,13
17,IL,62366,18
17,IL,62367,18
17,IL,62370,18
17,IL,62373,18
17,IL,62374,18
17,IL,62375,18
17,IL,62376,18
17,IL,62378,18
17,IL,62379,18
17,IL,62380,18
17,IL,62401,15
17,IL,62410,15
17,IL,62411,15
17,IL,62413,15
17,IL,62414,15
17,IL,62417,15
17,IL,62418,15
17,IL,62419,15
17,IL,62420,15
17,IL,62421,15
17,IL,62422,15
17,IL,62423,15
17,IL,62424,15
17,IL,62425,15
17,IL,62426,15
17,IL,62427,15
17,IL,62428,15
17,IL,62431,15
17,IL,62432,15
17,IL,62433,15
17,IL,62434,15
17,IL,62436,15
17,IL,62438,15
17,IL,62439,15
17,IL,62440,15
17,IL,62441,15
17,IL,62442,15
17,IL,62443,15
17,IL,62444,15
17,IL,62445,15
17,IL,62446,15
17,IL,62447,15
17,IL,62448,15
17,IL,62449,15
17,IL,62450,15
17,IL,62451,15
17,IL,62452,15
17,IL,62454,15
17,IL,62458,15
17,IL,62459,15
17,IL,62460,15
17,IL,62461,15
17,IL,62462,15
17,IL,62463,15
17,IL,62465,15
17,IL,62466,15
17,IL,62467,15
17,IL,62468,15
17,IL,62469,15
17,IL,62471,15
17,IL,62473,15
17,IL,62474,15
17,IL,62475,15
17,IL,62476,15
17,IL,62477,15
17,IL,62478,15
17,IL,62479,15
17,IL,62480,15
17,IL,62481,15
17,IL,62501,13
17,IL,62510,13
17,IL,62510,15
17,IL,62512,13
17,IL,62512,18
17,IL,62513,13
17,IL,62514,13
17,IL,62515,18
17,IL,62517,13
17,IL,62518,18
17,IL,62519,18
17,IL,62520,18
17,IL,62521,13
17,IL,62522,13
17,IL,62523,13
17,IL,62526,13
17,IL,62530,18
17,IL,62531,13
17,IL,62532,13
17,IL,62533,13
17,IL,62534,15
17,IL,62535,13
17,IL,62536,18
17,IL,62537,13
17,IL,62538,13
17,IL,62539,13
17,IL,62539,18
17,IL,62540,13
17,IL,62541,18
17,IL,62543,13
17,IL,62543,18
17,IL,62544,13
17,IL,62545,13
17,IL,62545,18
17,IL,62546,13
17,IL,62547,13
17,IL,62548,18
17,IL,62549,13
17,IL,62550,13
17,IL,62550,15
17,IL,62551,13
17,IL,62553,13
17,IL,62553,15
17,IL,62554,13
17,IL,62555,13
17,IL,62556,13
17,IL,62557,13
17,IL,62557,15
17,IL,62558,13
17,IL,62558,18
17,IL,62560,13
17,IL,62561,18
17,IL,62563,13
17,IL,62563,18
17,IL,62565,15
17,IL,62567,13
17,IL,62568,13
17,IL,62570,13
17,IL,62571,15
17,IL,62572,13
17,IL,62573,13
17,IL,62601,18
17,IL,62610,18
17,IL,62611,18
17,IL,62612,18
17,IL,62613,18
17,IL,62615,18
17,IL,62617,18
17,IL,62618,18
17,IL,62621,18
17,IL,62622,18
17,IL,62624,18
17,IL,62625,18
17,IL,62626,13
17,IL,62627,18
17,IL,62628,18
17,IL,62629,18
17,IL,62630,13
17,IL,62631,18
17,IL,62633,18
17,IL,62634,18
17,IL,62635,18
17,IL,62638,13
17,IL,62638,18
17,IL,62639,18
17,IL,62640,13
17,IL,62642,18
17,IL,62643,18
17,IL,62644,17
17,IL,62644,18
17,IL,62649,13
17,IL,62650,18
17,IL,62655,18
17,IL,62656,18
17,IL,62661,18
17,IL,62663,18
17,IL,62664,18
17,IL,62665,18
17,IL,62666,18
17,IL,62667,13
17,IL,62667,18
17,IL,62668,18
17,IL,62670,18
17,IL,62671,18
17,IL,62672,13
17,IL,62673,18
17,IL,62674,13
17,IL,62675,18
17,IL,62677,18
17,IL,62681,18
17,IL,62682,18
17,IL,62684,18
17,IL,62685,13
17,IL,62688,18
17,IL,62689,18
17,IL,62690,13
17,IL,62690,18
17,IL,62691,18
17,IL,62692,18
17,IL,62693,18
17,IL,62694,18
17,IL,62695,18
17,IL,62701,13
17,IL,62702,13
17,IL,62702,18
17,IL,62703,13
17,IL,62703,18
17,IL,62704,13
17,IL,62704,18
17,IL,62707,13
17,IL,62707,18
17,IL,62711,13
17,IL,62711,18
17,IL,62712,13
17,IL,62712,18
17,IL,62801,12
17,IL,62801,15
17,IL,62803,15
17,IL,62806,15
17,IL,62807,15
17,IL,62808,12
17,IL,62808,15
17,IL,62809,15
17,IL,62810,12
17,IL,62810,15
17,IL,62811,15
17,IL,62812,12
17,IL,62814,12
17,IL,62814,15
17,IL,62815,15
17,IL,62816,12
17,IL,62817,15
17,IL,62818,15
17,IL,62819,12
17,IL,62820,15
17,IL,62821,15
17,IL,62822,12
17,IL,62823,15
17,IL,62824,15
17,IL,62825,12
17,IL,62827,15
17,IL,62828,15
17,IL,62829,15
17,IL,62830,12
17,IL,62830,15
17,IL,62831,12
17,IL,62831,15
17,IL,62832,12
17,IL,62833,15
17,IL,62835,15
17,IL,62836,12
17,IL,62837,15
17,IL,62838,15
17,IL,62839,15
17,IL,62841,12
17,IL,62842,15
17,IL,62843,15
17,IL,62844,15
17,IL,62846,12
17,IL,62848,15
17,IL,62849,15
17,IL,62850,15
17,IL,62851,12
17,IL,62851,15
17,IL,62852,15
17,IL,62853,15
17,IL,62854,15
17,IL,62856,12
17,IL,62858,15
17,IL,62859,15
17,IL,62860,12
17,IL,62860,15
17,IL,62861,15
17,IL,62862,15
17,IL,62863,15
17,IL,62864,12
17,IL,62865,12
17,IL,62867,15
17,IL,62868,15
17,IL,62869,15
17,IL,62870,15
17,IL,62871,15
17,IL,62872,12
17,IL,62874,12
17,IL,62875,15
17,IL,62876,15
17,IL,62877,12
17,IL,62877,15
17,IL,62878,15
17,IL,62879,15
17,IL,62880,15
17,IL,62881,15
17,IL,62882,15
17,IL,62883,12
17,IL,62884,12
17,IL,62885,15
17,IL,62886,15
17,IL,62887,15
17,IL,62888,12
17,IL,62889,12
17,IL,62889,15
17,IL,62890,12
17,IL,62890,15
17,IL,62891,12
17,IL,62892,15
17,IL,62893,12
17,IL,62893,15
17,IL,62894,12
17,IL,62895,15
17,IL,62896,12
17,IL,62897,12
17,IL,62898,12
17,IL,62899,15
17,IL,62901,12
17,IL,62902,12
17,IL,62903,12
17,IL,62905,12
17,IL,62906,12
17,IL,62907,12
17,IL,62908,15
17,IL,62910,15
17,IL,62912,12
17,IL,62912,15
17,IL,62914,12
17,IL,62915,12
17,IL,62916,12
17,IL,62917,12
17,IL,62917,15
17,IL,62918,12
17,IL,62919,15
17,IL,62920,12
17,IL,62921,12
17,IL,62922,12
17,IL,62922,15
17,IL,62923,12
17,IL,62923,15
17,IL,62924,12
17,IL,62926,12
17,IL,62927,12
17,IL,62928,15
17,IL,62930,15
17,IL,62931,15
17,IL,62932,12
17,IL,62933,12
17,IL,62934,15
17,IL,62935,15
17,IL,62938,15
17,IL,62939,12
17,IL,62939,15
17,IL,62940,12
17,IL,62941,12
17,IL,62941,15
17,IL,62942,12
17,IL,62943,15
17,IL,62946,15
17,IL,62947,15
17,IL,62948,12
17,IL,62949,12
17,IL,62950,12
17,IL,62951,12
17,IL,62952,12
17,IL,62953,15
17,IL,62954,15
17,IL,62956,12
17,IL,62956,15
17,IL,62957,12
17,IL,62958,12
17,IL,62959,12
17,IL,62960,15
17,IL,62961,12
17,IL,62962,12
17,IL,62963,12
17,IL,62964,12
17,IL,62965,15
17,IL,62966,12
17,IL,62967,15
17,IL,62969,12
17,IL,62970,12
17,IL,62972,15
17,IL,62974,12
17,IL,62975,12
17,IL,62976,12
17,IL,62977,15
17,IL,62979,15
17,IL,62982,15
17,IL,62983,12
17,IL,62984,15
17,IL,62985,15
17,IL,62987,12
17,IL,62987,15
17,IL,62988,12
17,IL,62990,12
17,IL,62992,12
17,IL,62994,12
17,IL,62995,15
17,IL,62996,12
17,IL,62997,12
17,IL,62998,12
17,IL,62999,12
17,IL,63673,12
18,IN,45053,06
18,IN,46001,05
18,IN,46001,06
18,IN,46011,05
18,IN,46012,05
18,IN,46012,06
18,IN,46013,05
18,IN,46016,05
18,IN,46017,05
18,IN,46017,06
18,IN,46030,05
18,IN,46031,05
18,IN,46032,05
18,IN,46033,05
18,IN,46034,05
18,IN,46035,04
18,IN,46036,05
18,IN,46037,05
18,IN,46038,05
18,IN,46039,04
18,IN,46040,05
18,IN,46040,06
18,IN,46041,04
18,IN,46044,05
18,IN,46045,05
18,IN,46047,05
18,IN,46048,05
18,IN,46049,04
18,IN,46049,05
18,IN,46050,04
18,IN,46050,05
18,IN,46051,05
18,IN,46052,04
18,IN,46052,05
18,IN,46055,05
18,IN,46055,06
18,IN,46056,05
18,IN,46056,06
18,IN,46057,04
18,IN,46058,04
18,IN,46060,05
18,IN,46062,05
18,IN,46063,05
18,IN,46064,05
18,IN,46064,06
18,IN,46065,04
18,IN,46068,05
18,IN,46069,04
18,IN,46069,05
18,IN,46070,05
18,IN,46071,04
18,IN,46072,05
18,IN,46074,05
18,IN,46075,04
18,IN,46075,05
18,IN,46076,05
18,IN,46077,04
18,IN,46077,05
18,IN,46103,04
18,IN,46104,06
18,IN,46105,04
18,IN,46106,09
18,IN,46107,07
18,IN,46110,06
18,IN,46111,09
18,IN,46112,04
18,IN,46112,05
18,IN,46113,04
18,IN,46113,07
18,IN,46113,09
18,IN,46115,06
18,IN,46117,06
18,IN,46118,04
18,IN,46120,04
18,IN,46120,08
18,IN,46121,04
18,IN,46122,04
18,IN,46123,04
18,IN,46124,06
18,IN,46124,09
18,IN,46125,04
18,IN,46126,06
18,IN,46127,06
18,IN,46128,04
18,IN,46130,06
18,IN,46131,06
18,IN,46131,09
18,IN,46133,06
18,IN,46135,04
18,IN,46135,08
18,IN,46140,06
18,IN,46142,09
18,IN,46143,09
18,IN,46144,06
18,IN,46146,06
18,IN,46147,04
18,IN,46148,06
18,IN,46149,04
18,IN,46150,06
18,IN,46151,04
18,IN,46151,09
18,IN,46155,06
18,IN,46156,06
18,IN,46157,04
18,IN,46158,04
18,IN,46158,09
18,IN,46160,09
18,IN,46161,06
18,IN,46162,06
18,IN,46162,09
18,IN,46163,06
18,IN,46164,09
18,IN,46165,04
18,IN,46166,04
18,IN,46166,08
18,IN,46166,09
18,IN,46167,04
18,IN,46168,04
18,IN,46171,04
18,IN,46172,04
18,IN,46173,06
18,IN,46175,04
18,IN,46175,08
18,IN,46176,06
18,IN,46180,04
18,IN,46181,09
18,IN,46182,06
18,IN,46183,07
18,IN,46184,09
18,IN,46186,06
18,IN,46201,07
18,IN,46202,07
18,IN,46203,07
18,IN,46204,07
18,IN,46205,05
18,IN,46205,07
18,IN,46208,05
18,IN,46208,07
18,IN,46214,07
18,IN,46216,05
18,IN,46216,07
18,IN,46217,07
18,IN,46218,07
18,IN,46219,07
18,IN,46220,05
18,IN,46220,07
18,IN,46221,07
18,IN,46222,07
18,IN,46224,07
18,IN,46225,07
18,IN,46226,05
18,IN,46226,07
18,IN,46227,07
18,IN,46228,05
18,IN,46228,07
18,IN,46229,06
18,IN,46229,07
18,IN,46231,04
18,IN,46231,07
18,IN,46234,04
18,IN,46234,05
18,IN,46234,07
18,IN,46235,05
18,IN,46235,07
18,IN,46236,05
18,IN,46236,07
18,IN,46237,07
18,IN,46239,06
18,IN,46239,07
18,IN,46240,05
18,IN,46241,07
18,IN,46250,05
18,IN,46254,05
18,IN,46254,07
18,IN,46256,05
18,IN,46256,07
18,IN,46259,06
18,IN,46259,07
18,IN,46259,09
18,IN,46260,05
18,IN,46260,07
18,IN,46268,05
18,IN,46268,07
18,IN,46278,04
18,IN,46278,05
18,IN,46278,07
18,IN,46280,05
18,IN,46290,05
18,IN,46301,01
18,IN,46303,01
18,IN,46304,01
18,IN,46307,01
18,IN,46310,04
18,IN,46311,01
18,IN,46312,01
18,IN,46319,01
18,IN,46320,01
18,IN,46321,01
18,IN,46322,01
18,IN,46323,01
18,IN,46324,01
18,IN,46327,01
18,IN,46340,01
18,IN,46340,02
18,IN,46341,01
18,IN,46342,01
18,IN,46345,02
18,IN,46346,02
18,IN,46347,01
18,IN,46348,01
18,IN,46348,02
18,IN,46349,04
18,IN,46350,01
18,IN,46350,02
18,IN,46356,01
18,IN,46360,01
18,IN,46365,02
18,IN,46366,02
18,IN,46368,01
18,IN,46371,02
18,IN,46373,01
18,IN,46374,02
18,IN,46374,04
18,IN,46375,01
18,IN,46376,01
18,IN,46377,01
18,IN,46379,04
18,IN,46381,04
18,IN,46382,01
18,IN,46382,02
18,IN,46383,01
18,IN,46385,01
18,IN,46390,01
18,IN,46390,02
18,IN,46391,01
18,IN,46392,04
18,IN,46393,01
18,IN,46394,01
18,IN,46402,01
18,IN,46403,01
18,IN,46404,01
18,IN,46405,01
18,IN,46406,01
18,IN,46407,01
18,IN,46408,01
18,IN,46409,01
18,IN,46410,01
18,IN,46501,02
18,IN,46502,02
18,IN,46504,02
18,IN,46506,02
18,IN,46507,02
18,IN,46508,02
18,IN,46510,02
18,IN,46510,03
18,IN,46511,02
18,IN,46514,02
18,IN,46516,02
18,IN,46517,02
18,IN,46524,02
18,IN,46526,02
18,IN,46528,02
18,IN,46530,02
18,IN,46531,02
18,IN,46532,02
18,IN,46534,02
18,IN,46536,02
18,IN,46537,02
18,IN,46538,02
18,IN,46538,03
18,IN,46539,02
18,IN,46540,02
18,IN,46540,03
18,IN,46542,02
18,IN,46542,03
18,IN,46543,02
18,IN,46543,03
18,IN,46544,02
18,IN,46545,02
18,IN,46550,02
18,IN,46552,02
18,IN,46553,02
18,IN,46554,02
18,IN,46555,03
18,IN,46556,02
18,IN,46561,02
18,IN,46562,03
18,IN,46563,02
18,IN,46565,03
18,IN,46567,02
18,IN,46567,03
18,IN,46570,02
18,IN,46571,03
18,IN,46573,02
18,IN,46574,02
18,IN,46580,02
18,IN,46580,03
18,IN,46582,02
18,IN,46582,03
18,IN,46590,03
18,IN,46595,02
18,IN,46601,02
18,IN,46613,02
18,IN,46614,02
18,IN,46615,02
18,IN,46616,02
18,IN,46617,02
18,IN,46619,02
18,IN,46628,02
18,IN,46635,02
18,IN,46637,02
18,IN,46701,03
18,IN,46702,02
18,IN,46702,03
18,IN,46703,03
18,IN,46704,03
18,IN,46705,03
18,IN,46706,03
18,IN,46710,03
18,IN,46711,03
18,IN,46714,03
18,IN,46721,03
18,IN,46723,03
18,IN,46725,03
18,IN,46730,03
18,IN,46731,03
18,IN,46732,02
18,IN,46732,03
18,IN,46733,03
18,IN,46737,03
18,IN,46738,03
18,IN,46740,03
18,IN,46741,03
18,IN,46742,03
18,IN,46743,03
18,IN,46745,03
18,IN,46746,03
18,IN,46747,03
18,IN,46748,03
18,IN,46750,03
18,IN,46755,03
18,IN,46759,03
18,IN,46760,03
18,IN,46761,03
18,IN,46763,03
18,IN,46764,03
18,IN,46765,03
18,IN,46766,03
18,IN,46767,02
18,IN,46767,03
18,IN,46770,03
18,IN,46771,03
18,IN,46772,03
18,IN,46773,03
18,IN,46774,03
18,IN,46776,03
18,IN,46777,03
18,IN,46779,03
18,IN,46781,03
18,IN,46783,03
18,IN,46784,03
18,IN,46785,03
18,IN,46786,03
18,IN,46787,03
18,IN,46788,03
18,IN,46791,03
18,IN,46792,03
18,IN,46793,03
18,IN,46794,03
18,IN,46795,03
18,IN,46797,03
18,IN,46798,03
18,IN,46799,03
18,IN,46802,03
18,IN,46803,03
18,IN,46804,03
18,IN,46805,03
18,IN,46806,03
18,IN,46807,03
18,IN,46808,03
18,IN,46809,03
18,IN,46814,03
18,IN,46815,03
18,IN,46816,03
18,IN,46818,03
18,IN,46819,03
18,IN,46825,03
18,IN,46835,03
18,IN,46845,03
18,IN,46901,02
18,IN,46901,04
18,IN,46901,05
18,IN,46902,04
18,IN,46902,05
18,IN,46910,02
18,IN,46911,02
18,IN,46913,04
18,IN,46914,02
18,IN,46915,04
18,IN,46917,04
18,IN,46919,02
18,IN,46919,05
18,IN,46920,04
18,IN,46922,02
18,IN,46923,04
18,IN,46926,02
18,IN,46926,04
18,IN,46928,05
18,IN,46929,04
18,IN,46930,05
18,IN,46931,02
18,IN,46932,02
18,IN,46932,04
18,IN,46933,05
18,IN,46936,05
18,IN,46938,05
18,IN,46939,02
18,IN,46940,02
18,IN,46940,03
18,IN,46940,05
18,IN,46941,02
18,IN,46943,02
18,IN,46946,02
18,IN,46947,04
18,IN,46950,04
18,IN,46951,02
18,IN,46952,03
18,IN,46952,05
18,IN,46953,05
18,IN,46957,05
18,IN,46958,02
18,IN,46959,02
18,IN,46960,02
18,IN,46961,04
18,IN,46962,02
18,IN,46962,03
18,IN,46967,04
18,IN,46968,02
18,IN,46970,02
18,IN,46970,04
18,IN,46974,02
18,IN,46975,02
18,IN,46978,02
18,IN,46978,04
18,IN,46979,04
18,IN,46982,02
18,IN,46982,03
18,IN,46984,02
18,IN,46985,02
18,IN,46985,04
18,IN,46986,05
18,IN,46987,05
18,IN,46988,04
18,IN,46989,05
18,IN,46989,06
18,IN,46990,02
18,IN,46991,03
18,IN,46991,05
18,IN,46992,02
18,IN,46994,04
18,IN,46996,02
18,IN,46996,04
18,IN,46998,04
18,IN,47001,06
18,IN,47003,06
18,IN,47006,06
18,IN,47010,06
18,IN,47011,06
18,IN,47012,06
18,IN,47016,06
18,IN,47017,06
18,IN,47018,06
18,IN,47020,06
18,IN,47022,06
18,IN,47023,06
18,IN,47024,06
18,IN,47025,06
18,IN,47030,06
18,IN,47031,06
18,IN,47032,06
18,IN,47034,06
18,IN,47035,06
18,IN,47036,06
18,IN,47037,06
18,IN,47038,06
18,IN,47040,06
18,IN,47041,06
18,IN,47042,06
18,IN,47043,06
18,IN,47060,06
18,IN,47102,06
18,IN,47102,09
18,IN,47104,09
18,IN,47106,09
18,IN,47108,09
18,IN,47110,09
18,IN,47111,09
18,IN,47112,09
18,IN,47114,09
18,IN,47115,09
18,IN,47116,08
18,IN,47116,09
18,IN,47117,09
18,IN,47118,08
18,IN,47118,09
18,IN,47119,09
18,IN,47120,09
18,IN,47122,09
18,IN,47123,09
18,IN,47124,09
18,IN,47125,09
18,IN,47126,09
18,IN,47129,09
18,IN,47130,09
18,IN,47135,09
18,IN,47136,09
18,IN,47137,08
18,IN,47137,09
18,IN,47138,06
18,IN,47140,09
18,IN,47141,09
18,IN,47142,09
18,IN,47143,09
18,IN,47145,09
18,IN,47147,06
18,IN,47147,09
18,IN,47150,09
18,IN,47160,09
18,IN,47161,09
18,IN,47162,09
18,IN,47163,09
18,IN,47164,09
18,IN,47165,09
18,IN,47166,09
18,IN,47167,09
18,IN,47170,06
18,IN,47170,09
18,IN,47172,09
18,IN,47175,09
18,IN,47177,06
18,IN,47177,09
18,IN,47201,06
18,IN,47201,09
18,IN,47203,06
18,IN,47220,09
18,IN,47223,06
18,IN,47224,06
18,IN,47226,06
18,IN,47227,06
18,IN,47229,06
18,IN,47229,09
18,IN,47230,06
18,IN,47231,06
18,IN,47232,06
18,IN,47234,06
18,IN,47235,09
18,IN,47240,06
18,IN,47243,06
18,IN,47244,06
18,IN,47246,06
18,IN,47247,06
18,IN,47250,06
18,IN,47260,09
18,IN,47263,06
18,IN,47264,09
18,IN,47265,06
18,IN,47270,06
18,IN,47272,06
18,IN,47273,06
18,IN,47274,06
18,IN,47274,09
18,IN,47280,06
18,IN,47281,09
18,IN,47282,06
18,IN,47283,06
18,IN,47302,06
18,IN,47303,06
18,IN,47304,06
18,IN,47305,06
18,IN,47306,06
18,IN,47320,03
18,IN,47320,06
18,IN,47324,06
18,IN,47325,06
18,IN,47326,03
18,IN,47327,06
18,IN,47330,06
18,IN,47331,06
18,IN,47334,06
18,IN,47335,06
18,IN,47336,03
18,IN,47336,05
18,IN,47336,06
18,IN,47337,06
18,IN,47338,06
18,IN,47339,06
18,IN,47340,06
18,IN,47341,06
18,IN,47342,06
18,IN,47344,06
18,IN,47345,06
18,IN,47346,06
18,IN,47348,03
18,IN,47348,05
18,IN,47351,06
18,IN,47352,06
18,IN,47353,06
